,pub_date,headline
0,2018-09-01T09:00:09+0000,From Criminal Convictions to Ethical Lapses: The Range of Misconduct in Trump’s Orbit
1,2018-09-01T00:29:18+0000,Vultures! Elections! It’s September!
2,2018-09-02T23:42:02+0000,A Swastika on a Church Bell: A Village Splits on How to Confront Nazi Past
3,2018-09-02T23:44:09+0000,Meghan McCain’s Eulogy Shows She Is Forged in Her Father’s Image
4,2018-09-02T23:54:32+0000,Serena Williams Loses a Set but Surges to a Win in the U.S. Open
5,2018-09-03T00:30:05+0000,Was That Serena Williams in the Hotel Room Next to Mine?
6,2018-09-03T00:36:04+0000,"Defending Pope Francis, Vatican Allies May Strengthen Viganò’s Hand"
7,2018-09-02T08:54:21+0000,JD.com Chairman Richard Liu Arrested in U.S. in Sexual Misconduct Case
8,2018-09-02T16:43:43+0000,"Spain Took Them in as Migrants, but Scorns Them as Street Vendors"
9,2018-09-02T14:00:05+0000,"‘Adventure Time,’ TV’s Surreal Masterpiece, Comes to an End"
10,2018-09-01T09:00:00+0000,Governor Cuomo Says Cynthia Nixon Saved a Teahouse. Huh?
11,2018-09-03T08:00:01+0000,"Where Yellow Cabs Didn’t Go, Green Cabs Were Supposed to Thrive. Then Came Uber."
12,2018-09-03T08:00:04+0000,Review: ‘Mayans M.C.’ Motors Down a Familiar Road
13,2018-09-03T11:21:58+0000,Muslim Court Canes Malaysian Women for Same-Sex Relationship
14,2018-09-03T09:00:04+0000,Mike Capuano Is in the Political Fight of His Life 
15,2018-09-03T14:30:01+0000,A Labor Day Feast
16,2018-09-03T15:14:15+0000,WPP Advertising Agency Names Mark Read as Chief Executive
17,2018-09-03T18:15:17+0000,"Growth Has Lifted Counties That Voted for Trump. Mostly, It’s the Wealthy Ones."
18,2018-09-01T00:29:18+0000,Vultures! Elections! It’s September!
19,2018-09-02T22:24:27+0000,The Big Oyster and the Big City
20,2018-09-03T08:00:01+0000,"Where Yellow Cabs Didn’t Go, Green Cabs Were Supposed to Thrive. Then Came Uber."
21,2018-09-03T08:00:04+0000,Review: ‘Mayans M.C.’ Motors Down a Familiar Road
22,2018-09-03T09:00:04+0000,Mike Capuano Is in the Political Fight of His Life 
23,2018-09-03T14:30:01+0000,A Labor Day Feast
24,2018-09-03T15:14:15+0000,WPP Advertising Agency Names Mark Read as Chief Executive
25,2018-09-03T11:21:58+0000,Muslim Court Canes Malaysian Women for Same-Sex Relationship
26,2018-09-03T18:15:17+0000,"Growth Has Lifted Counties That Voted for Trump. Mostly, It’s the Wealthy Ones."
27,2018-09-01T23:01:48+0000,Yankees Win as They Add a New Part (McCutchen) and Regain an Old One (Sanchez)
28,2018-09-01T14:00:03+0000,My Co-op Is Charging Renovation Fees. Can It Do That?
29,2018-09-01T15:32:46+0000,Meghan McCain Rebukes Trump in Powerful Eulogy for Her Father
30,2018-09-01T16:00:02+0000,From Homelessness to Fashion Modeling 
31,2018-09-01T22:03:11+0000,"White House Withholds 100,000 Pages of Judge Brett Kavanaugh’s Records"
32,2018-09-01T16:50:29+0000,Read George W. Bush’s Eulogy for John McCain
33,2018-09-01T09:00:00+0000,Governor Cuomo Says Cynthia Nixon Saved a Teahouse. Huh?
34,2018-09-02T04:00:01+0000,"Nirali Shah, Aashish Jain"
35,2018-09-01T14:04:45+0000,How to Balance Kids and Their Tech Time
36,2018-09-03T06:00:04+0000,"A Year After Hurricane Harvey, Houston’s Poorest Neighborhoods Are Slowest to Recover"
37,2018-09-03T07:00:01+0000,"‘Almost Magnetically, My Hand Was Drawn Into His’"
38,2018-09-02T14:35:02+0000,"‘It’s Like, Who’s Next?’: A Troubled School’s Alarming Death Rate"
39,2018-09-02T15:00:01+0000,Tell Us 5 Things About Your Book: A Godfather of Conspiracy Thinking
40,2018-09-02T04:00:01+0000,"Tiffany Pippins, Griseliris Concepcion"
41,2018-09-02T04:00:01+0000,"Jillian Rodde, David Schraub"
42,2018-09-02T09:00:06+0000,"Homes That Sold for Around $600,000"
43,2018-09-01T18:30:03+0000,The Real Housewives of the Conference Room
44,2018-09-01T18:30:06+0000,The Biblical Guide to Reporting
45,2018-09-02T05:00:05+0000,What’s on TV Sunday: College Football and ‘Chinatown’
46,2018-09-01T13:00:05+0000,"Marin Cilic on Championships, Croatia and Late-Stage Success"
47,2018-09-01T13:06:26+0000,"Out of the Shadows, an Afghan Spy Chief Joins Presidential Politics"
48,2018-09-03T06:00:04+0000,"A Year After Hurricane Harvey, Houston’s Poorest Neighborhoods Are Slowest to Recover"
49,2018-09-03T07:00:01+0000,"‘Almost Magnetically, My Hand Was Drawn Into His’"
50,2018-09-02T21:24:24+0000,How Short Tennis Players Compete in a Sport of Giants
51,2018-09-02T18:14:39+0000,‘Crazy Rich Asians’ Tops Box Office for Third Week
52,2018-09-03T09:45:24+0000,German Politicians Call for Surveillance of Anti-Immigrant Party
53,2018-09-02T19:27:06+0000,"After a Primary on the Fringe, Georgia Republican Tacks Toward the Center"
54,2018-09-01T10:00:01+0000,Lionel Richie Has Some Bedding to Sell You
55,2018-09-01T12:27:02+0000,Why a Predictable Supreme Court Fight Is a Sign of a Broken Process
56,2018-09-01T04:00:01+0000,Where’s That Jumpsuit From? It’s a Long Story
57,2018-09-03T00:00:05+0000,Companies Say Trump Is Hurting Business by Limiting Legal Immigration
58,2018-09-02T14:35:02+0000,"‘It’s Like, Who’s Next?’: A Troubled School’s Alarming Death Rate"
59,2018-09-03T19:00:05+0000,The Sniping Scientists Whose Work Saved Millions of Lives
60,2018-09-03T19:18:40+0000,Mediterranean Death Rate Is Highest Since 2015 Migration Crisis
61,2018-09-03T20:23:12+0000,"Democrats, Eyeing a Majority, Prepare an Investigative Onslaught"
62,2018-09-03T16:56:27+0000,"George Salazar, a ‘Be More Chill’ Star, Heats Up Online"
63,2018-09-03T17:35:10+0000,John Kerry Recounts a Life Full of Incident (and a Few Regrets) in ‘Every Day Is Extra’
64,2018-09-03T12:11:53+0000,Tu resumen de noticias del lunes
65,2018-09-03T04:01:09+0000,"Vatican, Russia, Spain: Your Monday News Briefing"
66,2018-09-02T14:17:19+0000,"As TV Seeks Diverse Writing Ranks, Rising Demand Meets Short Supply"
67,2018-09-02T14:30:01+0000,What to Cook This Week
68,2018-09-02T16:30:05+0000,"Once a Cold War Flashpoint, a Part of Taiwan Embraces China’s Pull"
69,2018-09-02T23:15:04+0000,Federal Workers Brace for New Push on Trump Anti-Labor Goals
70,2018-09-03T09:00:07+0000,"A Star in Portugal, João Sousa Finds Surprising Success at the U.S. Open"
71,2018-09-02T16:30:05+0000,"Once a Cold War Flashpoint, a Part of Taiwan Embraces China’s Pull"
72,2018-09-02T19:00:01+0000,Let Hospitals Be Transparent About Affiliation 
73,2018-09-03T10:00:08+0000,How Trump Betrays ‘Forgotten’ Americans
74,2018-09-02T14:17:19+0000,"As TV Seeks Diverse Writing Ranks, Rising Demand Meets Short Supply"
75,2018-09-02T14:30:01+0000,What to Cook This Week
76,2018-09-01T01:15:27+0000,Schools Can Keep Kids Safe Without Giving Their Teachers Guns
77,2018-09-01T02:31:54+0000,U.S.A. Gymnastics Under New Scrutiny as a Hiring Decision Goes Awry
78,2018-09-03T22:05:00+0000,"Hundreds of Dancers, Smeared in Motor Oil, in a Drum-Fueled Frenzy on the Streets of Brooklyn"
79,2018-09-03T23:30:17+0000,"Double Blow to Brazil Museum: Neglect, Then Flames"
80,2018-09-02T04:00:01+0000,"Amanda Glassman, Claudio Emma"
81,2018-09-01T18:30:06+0000,The Trump Vibe Spreads Down Under
82,2018-09-01T18:30:00+0000,Is the Catholic Church Beyond Redemption?
83,2018-09-02T04:05:01+0000,"Sari Sharoni, Vincent Mazzurco"
84,2018-09-03T17:57:33+0000,"Hard Lessons (Thanks, Amazon) Breathe New Life Into Retail Stores"
85,2018-09-03T18:44:17+0000,"At the Telluride Film Festival, the Past Isn’t Safe at All"
86,2018-09-03T23:30:17+0000,"Double Blow to Brazil Museum: Neglect, Then Flames"
87,2018-09-03T23:37:29+0000,New Yorker Festival Pulls Steve Bannon as Headliner Following High-Profile Dropouts
88,2018-09-03T16:58:01+0000,"Review: Living, and Dying, While Black in ‘Scraps’"
89,2018-09-03T10:00:08+0000,How Trump Betrays ‘Forgotten’ Americans
90,2018-09-03T10:23:52+0000,What Artifacts Were in the National Museum of Brazil?
91,2018-09-03T22:05:00+0000,"Hundreds of Dancers, Smeared in Motor Oil, in a Drum-Fueled Frenzy on the Streets of Brooklyn"
92,2018-09-01T20:03:26+0000,Remembering John McCain at the Washington National Cathedral
93,2018-09-02T22:46:41+0000,"Yes, Mr. Trump, Hurricane Maria Was a ‘Real Catastrophe’"
94,2018-09-02T23:00:04+0000,All Together in the Great Outdoors
95,2018-09-02T23:46:01+0000,"With Daniel Murphy on Board, the Cubs Try to Win Every Pitch"
96,2018-09-03T22:53:13+0000,"As Kavanaugh Hearings Begin, Two Views of Women’s Rights Emerge"
97,2018-09-03T23:00:05+0000,"In California, Facts and Science Still Matter"
98,2018-09-03T23:00:04+0000,My Children Were Denied Passports Because They Were Delivered by a Midwife
99,2018-09-03T18:07:51+0000,"No Urban Meyer, No Problem"
100,2018-09-02T14:00:10+0000,Trump’s Rougher Edge Complicates Trip by Pompeo and Mattis to India
101,2018-09-02T14:31:14+0000,"After Deadly Raid, Pentagon Weighs Withdrawing Almost All Commandos From Niger"
102,2018-09-02T23:00:04+0000,All Together in the Great Outdoors
103,2018-09-02T23:46:01+0000,"With Daniel Murphy on Board, the Cubs Try to Win Every Pitch"
104,2018-09-02T20:06:20+0000,Rohingya Hurry Up and Wait for Justice
105,2018-09-02T20:42:20+0000,"On Fire Island Ferries, Aging Mariners Seek Successors"
106,2018-09-02T22:46:41+0000,"Yes, Mr. Trump, Hurricane Maria Was a ‘Real Catastrophe’"
107,2018-09-01T00:04:24+0000,How Photography Exploits the Vulnerable
108,2018-09-01T00:18:45+0000,Quotation of the Day: India’s Regulators Seek to Rein In Internet Giants
109,2018-09-01T00:59:35+0000,McCain and a Requiem for the American Century
110,2018-09-01T09:00:05+0000,Geneva + Peru + Japan = Deliciousness
111,2018-09-01T09:00:09+0000,What Is Labor Day? A History of the Workers’ Holiday
112,2018-09-01T09:00:10+0000,Microwave Weapons Are Prime Suspect in Ills of U.S. Embassy Workers
113,2018-09-01T00:04:24+0000,How Photography Exploits the Vulnerable
114,2018-09-01T00:18:45+0000,Quotation of the Day: India’s Regulators Seek to Rein In Internet Giants
115,2018-09-01T00:59:35+0000,McCain and a Requiem for the American Century
116,2018-09-01T02:43:56+0000,Weekend Reads: From Tiger Moms to Laissez-Faire Parents
117,2018-09-01T14:54:41+0000,Elena Delle Donne Only Remembers Titles. She’s Ready to Make New Memories.
118,2018-09-02T04:15:02+0000,This Week’s Wedding Announcements
119,2018-09-01T18:30:04+0000,The Asian-American Age
120,2018-09-03T02:56:10+0000,Brazil Museum Fire Threatens Hundreds of Years of History
121,2018-09-03T03:15:03+0000,"‘Insecure’ Season 3, Episode 4: The Bad Decision Index"
122,2018-09-03T19:00:01+0000,"School Supplies, Not Guns"
123,2018-09-03T19:39:02+0000,Facebook’s Private Groups Offer Refuge to Fringe Figures
124,2018-09-03T09:00:01+0000,Cannabis on the Menu at Your Next Hotel Restaurant or Spa?
125,2018-09-03T15:41:20+0000,She Thought Pole Dancing at Kindergarten Was a Great Idea. Others Disagreed.
126,2018-09-03T05:00:04+0000,What’s on TV Monday: ‘Adventure Time’ and ‘RBG’
127,2018-09-01T10:00:02+0000,Your Escape Is My Escape
128,2018-09-01T10:00:03+0000,How to Retire in Your 30s With $1 Million in the Bank 
129,2018-09-01T11:17:22+0000,"Tired of Sexual Assault, Music Festival for Women Stresses a ‘Safe Zone’"
130,2018-09-01T10:00:03+0000,How to Retire in Your 30s With $1 Million in the Bank 
131,2018-09-01T02:55:14+0000,"In Test of Time, Serena Williams Proves Hers Isn’t Running Out"
132,2018-09-01T07:00:09+0000,Ayanna Pressley Seeks Her Political Moment in a Changing Boston
133,2018-09-01T14:30:00+0000,10 Recipes Readers Love
134,2018-09-01T15:02:35+0000,"As Violence Soared in Mexico, This Town Bucked the Trend"
135,2018-09-01T02:00:01+0000,"Chewy, in a Way"
136,2018-09-02T19:30:00+0000,"Iosif Kobzon, Known as the ‘Russian Frank Sinatra,’ Dies at 80"
137,2018-09-02T20:05:32+0000,"John McCain, JD.com, Nauru: Your Monday News Briefing"
138,2018-09-02T20:25:28+0000,Boston Firm Admits ‘Massive Failure’ in Plan to Aid South Africa Tax Agency
139,2018-09-03T02:56:10+0000,Brazil Museum Fire Threatens Hundreds of Years of History
140,2018-09-01T02:55:14+0000,"In Test of Time, Serena Williams Proves Hers Isn’t Running Out"
141,2018-09-01T10:00:02+0000,Your Escape Is My Escape
142,2018-09-01T10:00:03+0000,How to Retire in Your 30s With $1 Million in the Bank 
143,2018-09-01T17:02:12+0000,"In McCain Memorial Service, Two Presidents Offer Tribute, and a Contrast to Trump"
144,2018-09-01T14:30:00+0000,10 Recipes Readers Love
145,2018-09-01T15:02:35+0000,"As Violence Soared in Mexico, This Town Bucked the Trend"
146,2018-09-01T02:00:01+0000,"Chewy, in a Way"
147,2018-09-03T22:09:47+0000,The Evangelical Case Against Judge Kavanaugh
148,2018-09-03T23:08:55+0000,"Get Sick, Go Bankrupt and Die"
149,2018-09-03T23:23:02+0000,Trump Blasts Sessions for Charging G.O.P. Members Before Midterms
150,2018-09-02T17:00:04+0000,"Summer Winds Down, and Big Tech Is Called Before Congress"
151,2018-09-02T22:00:01+0000,In Force Until Canceled
152,2018-09-03T23:08:55+0000,"Get Sick, Go Bankrupt and Die"
153,2018-09-03T23:23:02+0000,Trump Blasts Sessions for Charging G.O.P. Members Before Midterms
154,2018-09-03T23:44:49+0000,Does Trump Know What the UNRWA Does? 
155,2018-09-03T22:09:47+0000,The Evangelical Case Against Judge Kavanaugh
156,2018-09-03T15:13:29+0000,A Labor Day Quiz
157,2018-09-01T13:00:01+0000,Act II: The Conversation Picks Up. Romance Ensues.
158,2018-09-01T13:00:01+0000,"Finally, Intentionally in the Same Place"
159,2018-09-02T14:00:06+0000,How ‘Adventure Time’ Became a Talent Factory for a Generation of Animators
160,2018-09-01T09:00:06+0000,Andrew Gillum Shocked Florida With a Primary Win. But an F.B.I. Inquiry Clouds His Campaign.
161,2018-09-02T19:00:04+0000,The Death Blow Is Coming for Syrian Democracy
162,2018-09-02T00:07:34+0000,More U.S. Open Upsets Come at the New Armstrong Stadium
163,2018-09-02T15:20:57+0000,"Bono Suffers a ‘Complete Loss of Voice,’ Prompting U2 to End Concert"
164,2018-09-02T16:07:00+0000,Ebola Attacked Congo Again. But Now Congo Seems to Be Winning
165,2018-09-02T21:00:04+0000,Print Is Dead? Not Here
166,2018-09-02T21:04:13+0000,Tricky Ads From a Vitamin Company That Talks Up Openness
167,2018-09-03T09:00:07+0000,A Couch Surfer Lands His Perfect Apartment
168,2018-09-01T18:30:06+0000,Life After Roe 
169,2018-09-01T18:30:03+0000,Don’t Give Trump a Pass on Puerto Rico
170,2018-09-03T13:51:06+0000,China’s Internet Obsesses Over Arrest of JD.com Founder Richard Liu
171,2018-09-03T04:09:58+0000,Myanmar Sentences Reuters Journalists to 7 Years in Prison
172,2018-09-01T01:08:30+0000,California Lawmakers Pass Nation’s Toughest Net Neutrality Law
173,2018-09-01T01:36:36+0000,A Tumultuous Week for Justin Trudeau: The Canada Letter
174,2018-09-02T21:17:16+0000,"Political Year of the Woman? Been There, Done That, Oregon Says"
175,2018-09-02T04:00:01+0000,"Donovan Jones, Nicholas Deyo"
176,2018-09-02T04:05:01+0000,"Brittany Brady, Jeffrey Parrillo"
177,2018-09-02T04:10:01+0000,"Rex Isenberg, Matthew Cohen"
178,2018-09-02T04:10:01+0000,"Alexandra Brena, Andres Naim"
179,2018-09-02T04:10:01+0000,"Jiabei Chen, David Kaiser"
180,2018-09-01T09:22:43+0000,Balloon of London Mayor in a Bikini Flies Near Parliament
181,2018-09-01T13:00:01+0000,Act II: The Conversation Picks Up. Romance Ensues.
