,pub_date,headline
0,2015-09-01T00:00:00Z,Parteras tradicionales aprenden nuevas técnicas para ayudar a las futuras madres de Chiapas
1,2015-09-01T00:00:00Z,Inside Simone Rocha’s Mount Street Store
2,2015-09-01T00:00:00Z,1961: Bob Dylan Takes the Stage
3,2015-09-01T00:00:00Z,"Classical Music This Week: Milhaud, Jazz at Yale and Czech Baroque"
4,2015-09-01T23:27:42+0000,"Review: &#8216;A Walk in the Woods,&#8217; With Robert Redford, Is a Scenic Trek Spoiled"
5,2015-09-01T23:06:06+0000,"Review: &#8216;Creep,&#8217; a Horror Film With the Look of Found Footage"
6,2015-09-01T22:48:14Z,Obama’s Alaska Tour Continues
7,2015-09-01T22:00:33Z,Free Your Mind
8,2015-09-01T04:00:00Z,Questions Raised About Vietnam War Photos
9,2015-09-01T21:00:02Z,&#8216;Narcos&#8217; Episode 9 Recap: The Two Faces of Pablo Escobar
10,2015-09-01T18:31:13+0000,Review: &#8216;The Black Panthers&#8217; Captures a Militant Movement&#8217;s Soul and Swagger
11,2015-09-01T17:57:08Z,"Donald Trump Meets With Javier Palomarez, Head of U.S. Hispanic Chamber of Commerce"
12,2015-09-01T17:55:48Z,How Can America Fight Unfair Work Schedules?: Reader Q&#038;A
13,2015-09-01T17:53:18Z,Sleep Arrives in Open Fields
14,2015-09-01T00:00:00Z,Your Tuesday Evening Briefing
15,2015-09-01T00:00:00Z,Kathleen Hanna Revisits Her Riot Grrrl Past
16,2015-09-01T17:41:05Z,Fireball Fight in El Salvador
17,2015-09-01T00:00:00Z,Your Evening Briefing
18,2015-09-01T17:14:27+0000,The Fantastic Man Editors on Their Five Favorite Magazines
19,2015-09-01T17:11:30Z,What We&#8217;re Reading
20,2015-09-01T16:21:29Z,Vice Urges Release of Its Journalists
21,2015-09-01T16:18:21Z,"September 1, 2015 — Pictures of the Day"
22,2015-09-01T00:00:00Z,A Recipe From the Newly Relaunched Aldea
23,2015-09-01T00:00:00Z,Pictures of the Day: Hungary and Elsewhere
24,2015-09-01T15:25:40Z,Five Poets Receive Lucrative Fellowships
25,2015-09-01T15:20:10Z,Menstruation Innovation: Lessons from India
26,2015-09-01T14:56:20+0000,The Wait
27,2015-09-01T14:54:01Z,Marco Rubio Faults Donald Trump on &#8216;Make America Great Again&#8217; Slogan
28,2015-09-01T14:53:35Z,Phillips and Sotheby&#8217;s Announce Strategic Moves
29,2015-09-01T14:36:49Z,Pope Asks Bullied Girl to Sing for Him
30,2015-09-01T14:33:47Z,God vs. the Constitution in Kentucky
31,2015-09-01T14:30:47Z,Same-Sex Couple Confronts Kentucky Clerk
32,2015-09-01T14:29:13Z,Shakespeare Gets Hip-Hop Treatment With App
33,2015-09-01T14:22:23Z,"Idris Elba, Called &#8216;Too Street&#8217; to Play James Bond, Gets an Apology"
34,2015-09-01T14:08:32Z,Bad Ideas Down Under
35,2015-09-01T14:03:25Z,The Triumph of Backward-Looking Economics
36,2015-09-01T13:48:42Z,"Robert Rodriguez, Film Director and El Rey Founder, on Creating a Hispanic Network"
37,2015-09-01T13:44:11Z,Undercover Activist James O&#8217;Keefe Plans to Step Up Political Stalking
38,2015-09-01T13:23:59Z,The Neverending Fight to Save Social Security
39,2015-09-01T13:15:13Z,"Summer Reading Contest Winner, Week 10 | Finding Freedom and Self-Love Through Running"
40,2015-09-01T13:03:52Z,The End of the Republican Party?
41,2015-09-01T12:30:25Z,The Healing Power of Hugs
42,2015-09-01T12:19:40Z,"At Wharton, Donald Trump&#8217;s Marketing Skills Make the Grade"
43,2015-09-01T12:14:03Z,"The U.S. Icebreaker Gap is About Arctic Needs, Not About Chasing Russia"
44,2015-09-01T20:40:00Z,The Attack on Birthright Citizenship
45,2015-09-01T00:00:00Z,Jesse Kamm’s Laid-Back Approach to Life — and Looks
46,2015-09-01T11:36:05Z,Second Bomb Suspect Arrested in Bangkok
47,2015-09-01T11:15:30Z,Scott Walker Shows His &#8216;Aggressive&#8217; Side
48,2015-09-01T11:03:33Z,Arabic &#8216;Sesame Street&#8217; Returns for First Time Since Gulf War
49,2015-09-01T10:34:26Z,Aftermath of Suicide Bombing in Pakistan
50,2015-09-01T00:00:00Z,How the Shooting Occurred
51,2015-09-01T10:30:40Z,Jeb Bush Video Takes Aim at Donald Trump&#8217;s &#8216;Manhattan&#8217; Mind-Set
52,2015-09-01T10:26:42Z,Protesters Storm Ministry in Beirut
53,2015-09-01T10:14:53Z,1965: Rusk Letter Admits Spying
54,2015-09-01T00:00:00Z,Not Just Any White Shirt
55,2015-09-01T09:31:29Z,"For Bernie Sanders, Brooklyn Roots Pose a Test, History Shows"
56,2015-09-01T09:30:39Z,A Temporary Answer to a Foster Child&#8217;s Biggest Question: Am I Going to School?
57,2015-09-01T09:22:04Z,Migrants Arrive in Munich
58,2015-09-01T09:19:58Z,Multipliers: What We Should Have Known
59,2015-09-01T09:19:56Z,Daily Report: Hotel Chains Get Tough With Travel Websites
60,2015-09-01T09:14:00Z,1940: Pilot Is Saved by Cup of Tea
