,pub_date,headline
0,2015-12-01T00:00:00Z,Argentina se convierte en terreno fértil para el reclutamiento de hackers
1,2015-12-01T00:00:00Z,Intimate Pictures From a Legendary Photographer
2,2015-12-01T00:00:00Z,"On a Paris Street, a Mix of Peoples and Borders"
3,2015-12-01T05:00:00Z,"Romania’s Dancing, Drinking Bears"
4,2015-12-01T23:59:21+0000,Review: ‘Sound of Redemption’ Traces Frank Morgan’s Route From Jazz Musician to Prisoner and Back
5,2015-12-01T23:47:19+0000,Review: ‘Hitchcock/Truffaut’ Revisits the Master of Suspense
6,2015-12-01T23:30:23+0000,How Would You Give Away Your Fortune?
7,2015-12-01T23:25:51+0000,Verdict Sheet From Sheldon Silver's Trial
8,2015-12-01T23:02:04+0000,Bookshelf: Here Come the Robots
9,2015-12-01T00:00:00Z,"‘Scream Queens’ Season 1, Episode 11: Unbreakable Dean Munsch"
10,2015-12-01T22:00:32Z,Fabulous Deli Delicacy
11,2015-12-01T21:57:26+0000,Response From Steve Coll to Exxon Mobil
12,2015-12-01T00:00:00Z,Worldwide Support for Ending AIDS
13,2015-12-01T00:00:00Z,‘Amy’ and ‘Hunting Ground’ Lead Documentary Shortlist
14,2015-12-01T19:05:34Z,Negative News May Alter Statin Users&#8217; Behavior
15,2015-12-01T18:49:30Z,Ted Cruz Mocks Clinton’s ‘Condom Police’
16,2015-12-01T18:43:35Z,What We&#8217;re Reading
17,2015-12-01T18:29:42Z,Clinton Pays Tribute to Rosa Parks
18,2015-12-01T00:00:00Z,Your Evening Briefing
19,2015-12-01T00:00:00Z,"Your Tuesday Evening Briefing: Mark Zuckerberg, Paris, H.I.V."
20,2015-12-01T17:50:54Z,How Chicago’s Police Superintendent Lost His Job
21,2015-12-01T17:05:34Z,"Dec. 1, 2015 — Pictures of the Day"
22,2015-12-01T17:01:13Z,Crimean Residents Still Don’t Have Power
23,2015-12-01T17:00:41Z,Jeb Bush Says He Would Have Probably Skipped Climate Conference
24,2015-12-01T00:00:00Z,Pictures of the Day: Greece and Elsewhere
25,2015-12-01T16:57:23Z,Research Group Funded by Coca-Cola to Disband
26,2015-12-01T00:00:00Z,Inside Art Basel Miami Beach’s Most Anticipated Collaboration
27,2015-12-01T16:02:45Z,"A Foundation Says the Joffrey Ballet Owes Licensing Fees of $373,000"
28,2015-12-01T00:00:00Z,Around the World With Bruce Weber
29,2015-12-01T00:00:00Z,Gotham Independent Film Awards’ Red Carpet
30,2015-12-01T15:51:33Z,Facts &#038; Figures: Attacks on Muslims in America
31,2015-12-01T15:36:38Z,Why the Pro-Life Movement Opposes Violence
32,2015-12-01T00:00:00Z,Gotham Independent Film Awards’ Red Carpet
33,2015-12-01T00:00:00Z,"A New Sports Company Serves Up Wellness, and Sunglasses"
34,2015-12-01T14:57:24Z,"At Home, Chris Christie Hears a Dissenting Newspaper Voice"
35,2015-12-01T14:24:00Z,"Avars, Arabs, and History"
36,2015-12-01T14:15:00Z,Jeb Bush’s Strange New Ad
37,2015-12-01T00:00:00Z,An Artist and a Poet on Life’s Little Mysteries
38,2015-12-01T13:51:42Z,Challenging the Oligarchy
39,2015-12-01T13:20:07Z,Lin-Manuel Miranda Contributing  Music to &#8216;Star Wars&#8217;
40,2015-12-01T00:00:00Z,"Adele on Love, Fame, Ego and ‘25’"
41,2015-12-01T13:13:25Z,Chicago Mayor on Firing of Police Chief
42,2015-12-01T12:51:59Z,Race in America: Your Stories
43,2015-12-01T00:00:00Z,Folk Hero Furniture by Brazilian Brothers
44,2015-12-01T00:00:00Z,Submit Questions for Damon Lindelof of ‘The Leftovers’
45,2015-12-01T11:19:06Z,AirAsia Flight 8501 Crash Findings
46,2015-12-01T10:59:46Z,"Tahir Elci, Human Rights Defender"
47,2015-12-01T10:54:20Z,"Rudolph Giuliani Cites 9/11 Celebrations, but Disputes Donald Trump"
48,2015-12-01T10:32:43Z,1940: Avila Camacho Is Inaugurated in Mexico
49,2015-12-01T09:35:29Z,"Daily Report: Tech Culture Across Continents, From Hacker to Satire"
50,2015-12-01T09:30:58Z,News Q&#8217;s | Short Answers to Hard Questions About Climate Change
51,2015-12-01T09:18:30Z,1915: German Spy School At Antwerp
52,2015-12-01T00:00:00Z,‘A Conversation With Black Women on Race’
53,2015-12-01T09:00:40Z,A Conversation With Black Women on Race
54,2015-12-01T00:00:00Z,"Out of Danger, After 48 Years"
55,2015-12-01T08:41:12Z,Small News On The Yuan
56,2015-12-01T00:00:00Z,Mantle on Commerce Street
57,2015-12-01T08:00:12Z,A Lineup of Missteps
58,2015-12-01T00:00:00Z,Holiday Favorites and a Celebration of the New
59,2015-12-01T07:30:27Z,Uncertainty. Frenzy. And Then Donald Trump Appeared.
60,2015-12-01T07:23:47Z,"Weekly News Quiz | Nov. 24-30, 2015"
61,2015-12-01T00:00:00Z,Your Guide to Art Basel Miami Beach
62,2015-12-01T06:55:29Z,Hillary Clinton to Speak at Rosa Parks Event in Alabama
63,2015-12-01T06:40:19Z,Marco Rubio Travels South With Ted Cruz in the Background
64,2015-12-01T06:38:26Z,Looking for Charities That Inspire Kids and Families
65,2015-12-01T00:00:00Z,High-Salt Warnings on New York Menus to Start Tuesday
66,2015-12-01T06:20:11Z,Obama&#8217;s Final State of the Union Is Set for Weeks Before Primary Season Begins
67,2015-12-01T06:02:02Z,Morning Agenda: Pfizer&#8217;s War on Taxation
68,2015-12-01T06:00:23Z,Paul Ryan&#8217;s Whiskers Prompt Look at House Precedent
69,2015-12-01T06:00:04+0000,In Case You Missed It: November's Top Real Estate Stories
70,2015-12-01T00:00:00Z,New York Today: The Verdict Is In
71,2015-12-01T00:00:00Z,"Your Tuesday Briefing: Paris Climate Talks, Xi Jinping, Donald Trump"
72,2015-12-01T00:00:00Z,Your Tuesday Briefing
73,2015-12-01T05:45:56Z,Ask Well: The Laxative Effect of Prunes
74,2015-12-01T05:00:24Z,"If You Were a Super Rich Philanthropist, What Causes Would You Support?"
75,2015-12-01T03:30:46Z,"Amid the Buying, a Tuesday Devoted to Giving"
76,2015-12-01T03:30:12Z,Parenthood and the Problem of Objectivity
77,2015-12-01T00:00:00Z,"Bernie Sanders, Your Cool Socialist Grandpa"
78,2015-12-01T00:00:00Z,"Sheldon Silver’s Albany, Guilty on All Counts"
79,2015-12-01T00:00:00Z,The Killings at a Planned Parenthood Clinic in Colorado
80,2015-12-01T00:00:00Z,Tell Consumers What They Are Eating
81,2015-12-01T00:00:00Z,The Green Tech Solution
82,2015-12-01T00:00:00Z,The Dubious Carbon Budget
83,2015-12-01T00:00:00Z,Patient Confidentiality and a Doctor’s Judgment Call
84,2015-12-01T00:00:00Z,Nonviolent Drug Offenders
85,2015-12-01T00:00:00Z,Preventing Ebola Outbreaks
86,2015-12-01T03:20:00Z,Addressing Homelessness in High-Cost Cities
87,2015-12-01T03:00:36+0000,Hillary Clinton Email Released by State Department
88,2015-12-01T03:00:34Z,A New Day in Newburgh
89,2015-12-01T00:00:00Z,Quotation of the Day
90,2015-12-01T00:00:00Z,"Corrections: December 1, 2015"
91,2015-12-01T00:00:00Z,What to Watch Tuesday
92,2015-12-01T00:00:00Z,Top Prescription Plan to Offer $1 Alternative to $750 Pill
93,2015-12-01T00:00:00Z,Ravens Score on Blocked Kick to Top Browns
94,2015-12-01T00:00:00Z,Warriors Squeak Past Jazz to Win Their 19th in a Row
95,2015-12-01T00:02:58Z,Word of the Day + Quiz | authoritarian
96,2015-12-01T00:01:30Z,Queen&#8217;s University in Canada Gets a Third Rembrandt From Alfred and Isabel Bader
97,2015-12-01T00:00:00Z,"New Diabetes Cases, at Long Last, Begin to Fall in the United States"
98,2015-12-01T00:00:00Z,Ants With Leaping Ability
99,2015-12-01T00:00:00Z,"A Path for Climate Change, Beyond Paris"
100,2015-12-01T00:01:13Z,Yo La Tengo to Appear in Ecstatic Music Festival
101,2015-12-01T00:00:00Z,"Paid Notice: Memorials  PRITNER, CALVIN"
102,2015-12-01T00:00:00Z,"Paid Notice: Deaths  WECHSLER, RUSHELLE"
103,2015-12-01T00:00:00Z,"Paid Notice: Deaths  ARNOLD, JANET MAE SIEGLER"
104,2015-12-01T00:00:00Z,"Paid Notice: Deaths  STEWART, ROBERT S"
105,2015-12-01T00:00:00Z,"Paid Notice: Deaths  SILFEN, DAVID M"
106,2015-12-01T00:00:00Z,"Paid Notice: Deaths  PRESSMAN, HOLLY P."
107,2015-12-01T00:00:00Z,"Paid Notice: Deaths  ISRAEL, THEODORE J."
108,2015-12-01T00:00:00Z,"Paid Notice: Deaths  SILFEN, DAVID"
109,2015-12-01T00:00:00Z,"Paid Notice: Memorials  LEVIN, A. LEO. THE YESHIVA UNIVERSITY FAMILY MOURNS THE PASSING OF PROFESSOR A. LEO LEVIN, Z""L, AN ALUMNUS OF YESHIVA COLLEGE '39 WHO EARNED A J.D. FROM THE UNIVERSITY OF PENNSYLVANIA '42. HE SERVED ON THE FACULTY OF THE UNIVERSITY OF PENNSYLVANIA LAW SCHOOL, TAKING EMERITUS STATUS IN 1983. HE WAS ALSO A DIRECTOR OF THE FEDERAL JUDICIAL CENTER FROM 1977, 87. IN 1960, HE RECEIVED AN HONORARY LLD DEGREE FROM YESHIVA UNIVERSITY. AFTER SERVING AS THE VICE PROVOST OF THE UNIVERSITY OF PENNSYLVANIA 1963, 1968, HE SERVED AS VICE PRESIDENT FOR ACADEMIC AFFAIRS AT YESHIVA UNIVERSITY AND THEN RETURNED TO TEACHING LAW AT THE UNIVERSITY OF PENNSYLVANIA. HE WAS PRESIDENT OF THE JEWISH PUBLICATION SOCIETY AND THE JEWISH EXPONENT. HEARTFELT CONDOLENCES ARE EXTENDED TO HIS BELOVED WIFE, DORIS, AND TO THEIR SONS, ALLAN AND JAY AND THEIR WIVES, RESPECTIVELY, AND TO THEIR GRANDCHILDREN AND GREAT, GRANDSONS. MAY THE ENTIRE FAMILY BE COMFORTED AMONG THOSE WHO MOURN FOR ZION AND JERUSALEM. YESHIVA UNIVERSITY RICHARD M. JOEL, PRESIDENT NORMAN LAMM, PRESIDENT EMERITUS 1"
