,pub_date,headline
0,2015-02-01T00:00:00Z,A Solution to Student Debt
1,2015-02-01T00:00:00Z,La generación de solteros empedernidos
2,2015-02-01T00:00:00Z,Forehands and Fashion
3,2015-02-01T22:04:38+0000,"Dreams of Flight, National Pride and Love &agrave; la Bollywood"
4,2015-02-01T22:01:15Z,'Downton Abbey' Recap: Rumble With Lord G!
5,2015-02-01T21:50:31Z,"A Haiku, and Questions About a Fire, at a Brooklyn Cafe"
6,2015-02-01T21:41:20Z,"Settling Case, S.&P. Backs Off Claims of U.S. 'Retaliation'"
7,2015-02-01T21:37:33Z,New York City Awaits More Chinese Visitors
8,2015-02-01T00:00:00Z,A Meeting in the Desert
9,2015-02-01T19:52:19Z,Black Ice
10,2015-02-01T18:42:59Z,"For Greece, Bank Trouble Looms Again as New Government Takes Shape"
11,2015-02-01T18:26:50Z,"Disney to Crown Elena, an Animated Latina Princess"
12,2015-02-01T18:00:00Z,Is it Bigger Than a Breadbox?
13,2015-02-01T17:02:34Z,The N.F.L. Takes On Domestic Violence. Can Hollywood?
14,2015-02-01T15:43:17Z,A Question Over the Reach of Europe's 'Right to Be Forgotten'
15,2015-02-01T14:02:07Z,Fire at Library in Moscow Destroys Millions of Volumes
16,2015-02-01T13:30:13Z,Cement Makers Holcim and Lafarge to Sell Assets to CRH of Ireland for $7.3 Billion
17,2015-02-01T13:02:52Z,The Reconstruction Wars Begin
18,2015-02-01T12:45:19Z,"Even on Super Bowl Weekend, 'American Sniper' Wins"
19,2015-02-01T12:08:43Z,Straighter Teeth by Mail
20,2015-02-01T12:07:39Z,Do-It-Yourself Orthodonture: Don't Try This at Home
21,2015-02-01T11:54:37Z,Blues and Hip-Hop Meet at the Hands of a Power Guitarist 
22,2015-02-01T10:50:37Z,"1965: Dr. King, 300 Negroes Arrested in Selma"
23,2015-02-01T10:00:05Z,London Theater Journal: Laughing Wall to Wall 
24,2015-02-01T09:25:07Z,The Disappearance of Alan Simpson
25,2015-02-01T09:15:35Z,"Floor Waxes, Dessert Toppings, and Blogging"
26,2015-02-01T09:00:30Z,A Month of Puzzle Love
27,2015-02-01T09:00:15Z,An Overnight Stay at Hotel 22
28,2015-02-01T08:09:14Z,"Home Schooling, and Teaching, a Child with Down Syndrome"
29,2015-02-01T07:00:12Z,Learning the Language in Wales
30,2015-02-01T06:54:33Z,"1940: Mabel Boll, ""Queen of Diamonds,"" Weds No. 3 "
31,2015-02-01T00:00:00Z,"A Rout, and a Resurrection "
32,2015-02-01T00:00:00Z,Amanda Mason and Richard Moseley
33,2015-02-01T00:00:00Z,"Corrections: February 1, 2015"
34,2015-02-01T00:00:00Z,What’s on TV Sunday
35,2015-02-01T00:21:29Z,Top Sundance Prizes Go to 'Me and Earl and the Dying Girl'
36,2015-02-01T00:00:00Z,"Shifting Gears, Incrementally"
37,2015-02-01T00:00:00Z,From the Idea of a Germ
38,2015-02-01T00:00:00Z,Christopher Lesisko and Albert Pfeiffer
39,2015-02-01T00:00:00Z,Mimi Hoesley and Benjamin Slater IV
40,2015-02-01T00:00:00Z,Alexandra Corsi and Ian Lambert
41,2015-02-01T00:00:00Z,Hugh Eastwood and John Holmes III
42,2015-02-01T00:00:00Z,Italians Win in Doubles
43,2015-02-01T00:00:00Z,N.B.A. Great Aids Campaign
44,2015-02-01T00:00:00Z,Blue Jays Pursued Executive
45,2015-02-01T00:00:00Z,"Paid Notice: Deaths  PHILLIPS, BETTY"
46,2015-02-01T00:00:00Z,"Paid Notice: Deaths  APPLETON, JEAN"
47,2015-02-01T00:00:00Z,"Paid Notice: Deaths  EINSIDLER, MIMI MANDELBAUM"
48,2015-02-01T00:00:00Z,"Paid Notice: Deaths  GRUZEN, JORDAN L."
49,2015-02-01T00:00:00Z,"Paid Notice: Deaths  KREEK, SHERRY R."
50,2015-02-01T00:00:00Z,"Paid Notice: Memorials  BLOOMSTEIN, MORRIS J"
51,2015-02-01T00:00:00Z,"Paid Notice: Memorials  VERBY, STANLEY M"
52,2015-02-01T00:00:00Z,"Paid Notice: Deaths  BREUER, GERT"
53,2015-02-01T00:00:00Z,"Paid Notice: Deaths  FENTON, MARILYN K."
54,2015-02-01T00:00:00Z,"Paid Notice: Deaths  FRIEDLANDER, KATHERINE B."
55,2015-02-01T00:00:00Z,"Paid Notice: Deaths  FRIEDMAN, JEANNE S"
56,2015-02-01T00:00:00Z,"Paid Notice: Deaths  MCQUILLAN, JOHN Q."
